0.01 0.01 1.3535
0.01 0.0426667 1.38599
0.01 0.0753333 1.37328
0.01 0.108 1.23017
0.01 0.140667 1.00323
0.01 0.173333 0.843932
0.01 0.206 0.872173
0.01 0.238667 1.10864
0.01 0.271333 1.49483
0.01 0.304 1.91128
0.01 0.336667 2.18585
0.01 0.369333 2.18693
0.01 0.402 1.93681
0.01 0.434667 1.57972
0.01 0.467333 1.27894
0.01 0.5 1.12282
0.01 0.532667 1.06488
0.01 0.565333 1.0134
0.01 0.598 0.959383
0.01 0.630667 0.935423
0.01 0.663333 0.920998
0.01 0.696 0.86605
0.01 0.728667 0.75346
0.01 0.761333 0.590996
0.01 0.794 0.398534
0.01 0.826667 0.222752
0.01 0.859333 0.106581
0.01 0.892 0.0506026
0.01 0.924667 0.0291174
0.01 0.957333 0.0207001
0.01 0.99 0.0172141
0.0426667 0.01 1.2741
0.0426667 0.0426667 1.30435
0.0426667 0.0753333 1.29509
0.0426667 0.108 1.17027
0.0426667 0.140667 0.967539
0.0426667 0.173333 0.816238
0.0426667 0.206 0.827386
0.0426667 0.238667 1.03287
0.0426667 0.271333 1.3918
0.0426667 0.304 1.79885
0.0426667 0.336667 2.09224
0.0426667 0.369333 2.14041
0.0426667 0.402 1.94729
0.0426667 0.434667 1.63299
0.0426667 0.467333 1.35054
0.0426667 0.5 1.19576
0.0426667 0.532667 1.13603
0.0426667 0.565333 1.0866
0.0426667 0.598 1.03643
0.0426667 0.630667 1.01044
0.0426667 0.663333 0.982069
0.0426667 0.696 0.906817
0.0426667 0.728667 0.778917
0.0426667 0.761333 0.610976
0.0426667 0.794 0.420143
0.0426667 0.826667 0.248042
0.0426667 0.859333 0.135169
0.0426667 0.892 0.0817942
0.0426667 0.924667 0.0610726
0.0426667 0.957333 0.0506789
0.0426667 0.99 0.0448341
0.0753333 0.01 1.15762
0.0753333 0.0426667 1.18827
0.0753333 0.0753333 1.19007
0.0753333 0.108 1.09679
0.0753333 0.140667 0.930652
0.0753333 0.173333 0.788573
0.0753333 0.206 0.769577
0.0753333 0.238667 0.922947
0.0753333 0.271333 1.2332
0.0753333 0.304 1.61329
0.0753333 0.336667 1.91733
0.0753333 0.369333 2.02208
0.0753333 0.402 1.91499
0.0753333 0.434667 1.68333
0.0753333 0.467333 1.45366
0.0753333 0.5 1.31638
0.0753333 0.532667 1.25469
0.0753333 0.565333 1.1995
0.0753333 0.598 1.14048
0.0753333 0.630667 1.09803
0.0753333 0.663333 1.04864
0.0753333 0.696 0.957076
0.0753333 0.728667 0.820711
0.0753333 0.761333 0.649196
