0.01 0.01 2.55208
0.01 0.0426667 2.43824
0.01 0.0753333 2.2077
0.01 0.108 1.93831
0.01 0.140667 1.69401
0.01 0.173333 1.47759
0.01 0.206 1.31848
0.01 0.238667 1.27643
0.01 0.271333 1.33743
0.01 0.304 1.42519
0.01 0.336667 1.48861
0.01 0.369333 1.51901
0.01 0.402 1.50958
0.01 0.434667 1.45505
0.01 0.467333 1.39843
0.01 0.5 1.38371
0.01 0.532667 1.3515
0.01 0.565333 1.19065
0.01 0.598 0.886256
0.01 0.630667 0.537668
0.01 0.663333 0.259822
0.01 0.696 0.101019
0.01 0.728667 0.0359046
0.01 0.761333 0.016758
0.01 0.794 0.015202
0.01 0.826667 0.0225842
0.01 0.859333 0.0353677
0.01 0.892 0.0474934
0.01 0.924667 0.0502976
0.01 0.957333 0.0414518
0.01 0.99 0.0321579
0.0426667 0.01 2.18029
0.0426667 0.0426667 2.10192
0.0426667 0.0753333 1.93664
0.0426667 0.108 1.73207
0.0426667 0.140667 1.53833
0.0426667 0.173333 1.37359
0.0426667 0.206 1.27338
0.0426667 0.238667 1.28314
0.0426667 0.271333 1.38047
0.0426667 0.304 1.49359
0.0426667 0.336667 1.57775
0.0426667 0.369333 1.62679
0.0426667 0.402 1.63765
0.0426667 0.434667 1.60833
0.0426667 0.467333 1.56956
0.0426667 0.5 1.54538
0.0426667 0.532667 1.47772
0.0426667 0.565333 1.27619
0.0426667 0.598 0.938874
0.0426667 0.630667 0.567023
0.0426667 0.663333 0.276937
0.0426667 0.696 0.115165
0.0426667 0.728667 0.0500653
0.0426667 0.761333 0.0301477
0.0426667 0.794 0.0285639
0.0426667 0.826667 0.0391154
0.0426667 0.859333 0.0583123
0.0426667 0.892 0.0773896
0.0426667 0.924667 0.0823861
0.0426667 0.957333 0.0685792
0.0426667 0.99 0.0536492
0.0753333 0.01 1.66731
0.0753333 0.0426667 1.63897
0.0753333 0.0753333 1.56963
0.0753333 0.108 1.46387
0.0753333 0.140667 1.34654
0.0753333 0.173333 1.2529
0.0753333 0.206 1.22428
0.0753333 0.238667 1.28677
0.0753333 0.271333 1.41658
0.0753333 0.304 1.56141
0.0753333 0.336667 1.68561
0.0753333 0.369333 1.77456
0.0753333 0.402 1.82303
0.0753333 0.434667 1.83408
0.0753333 0.467333 1.81839
0.0753333 0.5 1.76743
0.0753333 0.532667 1.62995
0.0753333 0.565333 1.35789
0.0753333 0.598 0.976491
0.0753333 0.630667 0.587061
0.0753333 0.663333 0.297452
0.0753333 0.696 0.143278
0.0753333 0.728667 0.0826939
0.0753333 0.761333 0.061882
0.0753333 0.794 0.0587703
0.0753333 0.826667 0.0714068
0.0753333 0.859333 0.0966163
0.0753333 0.892 0.122496
0.0753333 0.924667 0.128339
0.0753333 0.957333 0.106364
0.0753333 0.99 0.0831447
0.108 0.01 1.32699
0.108 0.0426667 1.33425
0.108 0.0753333 1.33989
0.108 0.108 1.31845
0.108 0.140667 1.26713
0.108 0.173333 1.22426
0.108 0.206 1.22838
0.108 0.238667 1.2908
0.108 0.271333 1.40502
0.108 0.304 1.5586
0.108 0.336667 1.72359
0.108 0.369333 1.85666
0.108 0.402 1.93852
0.108 0.434667 1.98027
0.108 0.467333 1.97689
0.108 0.5 1.88984
0.108 0.532667 1.68021
0.108 0.565333 1.34845
0.108 0.598 0.948717
0.108 0.630667 0.5758
0.108 0.663333 0.316159
0.108 0.696 0.186415
0.108 0.728667 0.137237
0.108 0.761333 0.118135
0.108 0.794 0.112866
0.108 0.826667 0.121988
0.108 0.859333 0.142357
0.108 0.892 0.161606
0.108 0.924667 0.158224
0.108 0.957333 0.125821
0.108 0.99 0.0960827
0.140667 0.01 1.18158
0.140667 0.0426667 1.20325
0.140667 0.0753333 1.24717
0.140667 0.108 1.27919
0.140667 0.140667 1.27545
0.140667 0.173333 1.26377
0.140667 0.206 1.27319
0.140667 0.238667 1.30507
0.140667 0.271333 1.37405
0.140667 0.304 1.50757
0.140667 0.336667 1.68372
0.140667 0.369333 1.83192
0.140667 0.402 1.92289
0.140667 0.434667 1.9788
0.140667 0.467333 1.98481
0.140667 0.5 1.88006
0.140667 0.532667 1.63588
0.140667 0.565333 1.28645
0.140667 0.598 0.901008
0.140667 0.630667 0.564998
0.140667 0.663333 0.346609
0.140667 0.696 0.247982
0.140667 0.728667 0.217561
0.140667 0.761333 0.209772
0.140667 0.794 0.209661
0.140667 0.826667 0.214481
0.140667 0.859333 0.218856
0.140667 0.892 0.212752
0.140667 0.924667 0.18258
0.140667 0.957333 0.131585
0.140667 0.99 0.0945023
0.173333 0.01 1.10516
0.173333 0.0426667 1.12747
0.173333 0.0753333 1.17931
0.173333 0.108 1.23336
0.173333 0.140667 1.25911
0.173333 0.173333 1.27192
0.173333 0.206 1.29399
0.173333 0.238667 1.32106
0.173333 0.271333 1.3685
0.173333 0.304 1.47316
0.173333 0.336667 1.61857
0.173333 0.369333 1.73736
0.173333 0.402 1.81038
0.173333 0.434667 1.86692
0.173333 0.467333 1.88413
0.173333 0.5 1.79053
0.173333 0.532667 1.56117
0.173333 0.565333 1.23668
0.173333 0.598 0.881689
0.173333 0.630667 0.577031
0.173333 0.663333 0.390783
0.173333 0.696 0.32326
0.173333 0.728667 0.322026
0.173333 0.761333 0.341659
0.173333 0.794 0.361427
0.173333 0.826667 0.368196
0.173333 0.859333 0.351527
0.173333 0.892 0.307034
0.173333 0.924667 0.235106
0.173333 0.957333 0.153476
0.173333 0.99 0.102996
0.206 0.01 1.01598
0.206 0.0426667 1.03502
0.206 0.0753333 1.07816
0.206 0.108 1.12994
0.206 0.140667 1.17034
0.206 0.173333 1.21097
0.206 0.206 1.27323
0.206 0.238667 1.34678
0.206 0.271333 1.42061
0.206 0.304 1.50821
0.206 0.336667 1.60064
0.206 0.369333 1.66156
0.206 0.402 1.69337
0.206 0.434667 1.72501
0.206 0.467333 1.73336
0.206 0.5 1.65678
0.206 0.532667 1.47217
0.206 0.565333 1.20101
0.206 0.598 0.884274
0.206 0.630667 0.601652
0.206 0.663333 0.438455
0.206 0.696 0.404255
0.206 0.728667 0.442134
0.206 0.761333 0.498233
0.206 0.794 0.541151
0.206 0.826667 0.546887
0.206 0.859333 0.504114
0.206 0.892 0.419717
0.206 0.924667 0.307257
0.206 0.957333 0.193736
0.206 0.99 0.127148
0.238667 0.01 0.935873
0.238667 0.0426667 0.948215
0.238667 0.0753333 0.97504
0.238667 0.108 1.01528
0.238667 0.140667 1.06721
0.238667 0.173333 1.14411
0.238667 0.206 1.26489
