0.01 0.01 3.39252
0.01 0.0426667 1.22145
0.01 0.0753333 0.779416
0.01 0.108 0.573931
0.01 0.140667 0.452274
0.01 0.173333 0.370879
0.01 0.206 0.312199
0.01 0.238667 0.267695
0.01 0.271333 0.23268
0.01 0.304 0.204349
0.01 0.336667 0.180916
0.01 0.369333 0.161185
0.01 0.402 0.144323
0.01 0.434667 0.12973
0.01 0.467333 0.116964
0.01 0.5 0.105689
0.01 0.532667 0.0956461
0.01 0.565333 0.0866327
0.01 0.598 0.0784853
0.01 0.630667 0.0710715
0.01 0.663333 0.0642817
0.01 0.696 0.0580233
0.01 0.728667 0.0522167
0.01 0.761333 0.0467909
0.01 0.794 0.0416801
0.01 0.826667 0.036819
0.01 0.859333 0.0321364
0.01 0.892 0.0275423
0.01 0.924667 0.0228967
0.01 0.957333 0.0178986
0.01 0.99 0.0112382
0.0426667 0.01 2.1301
0.0426667 0.0426667 0.930754
0.0426667 0.0753333 0.650218
0.0426667 0.108 0.510389
0.0426667 0.140667 0.423289
0.0426667 0.173333 0.362559
0.0426667 0.206 0.317198
0.0426667 0.238667 0.281693
0.0426667 0.271333 0.252945
0.0426667 0.304 0.229057
0.0426667 0.336667 0.208799
0.0426667 0.369333 0.19133
0.0426667 0.402 0.176057
0.0426667 0.434667 0.162544
0.0426667 0.467333 0.150465
0.0426667 0.5 0.13957
0.0426667 0.532667 0.129661
0.0426667 0.565333 0.12058
0.0426667 0.598 0.112201
0.0426667 0.630667 0.104415
0.0426667 0.663333 0.0971321
0.0426667 0.696 0.0902729
0.0426667 0.728667 0.0837661
0.0426667 0.761333 0.0775446
0.0426667 0.794 0.0715411
0.0426667 0.826667 0.0656827
0.0426667 0.859333 0.0598807
0.0426667 0.892 0.0540113
0.0426667 0.924667 0.0478639
0.0426667 0.957333 0.0409622
0.0426667 0.99 0.0312136
0.0753333 0.01 1.66512
0.0753333 0.0426667 0.796545
0.0753333 0.0753333 0.580538
0.0753333 0.108 0.46952
0.0753333 0.140667 0.398814
0.0753333 0.173333 0.348626
0.0753333 0.206 0.31056
0.0753333 0.238667 0.280362
0.0753333 0.271333 0.25561
0.0753333 0.304 0.234812
0.0753333 0.336667 0.216987
0.0753333 0.369333 0.201465
0.0753333 0.402 0.187766
0.0753333 0.434667 0.175536
0.0753333 0.467333 0.164509
0.0753333 0.5 0.154478
0.0753333 0.532667 0.14528
0.0753333 0.565333 0.136783
0.0753333 0.598 0.12888
0.0753333 0.630667 0.121478
0.0753333 0.663333 0.114501
0.0753333 0.696 0.107878
0.0753333 0.728667 0.101547
0.0753333 0.761333 0.0954466
0.0753333 0.794 0.0895141
0.0753333 0.826667 0.0836802
0.0753333 0.859333 0.0778583
0.0753333 0.892 0.0719256
0.0753333 0.924667 0.0656731
0.0753333 0.957333 0.0586354
0.0753333 0.99 0.0489158
0.108 0.01 1.38426
0.108 0.0426667 0.705885
0.108 0.0753333 0.530072
0.108 0.108 0.437842
0.108 0.140667 0.378233
0.108 0.173333 0.33542
0.108 0.206 0.302625
0.108 0.238667 0.27638
0.108 0.271333 0.254701
0.108 0.304 0.236354
0.108 0.336667 0.220527
0.108 0.369333 0.206661
0.108 0.402 0.194352
0.108 0.434667 0.183304
0.108 0.467333 0.17329
0.108 0.5 0.164137
0.108 0.532667 0.155705
