-8.07669;-5.4258;0.712282;0.807198;0.00915291;0.0533471;0.408142;0.48957;15.9076;17.6795;1;4;
;;;;;;;;;;;;
-18.1167;-4.53408;0.619793;0.855414;0.005;0.0294118;0.0225761;0.0316481;5.23944;20.9578;1;4;
;;;;;;;;;;;;
-28.2821;-1.77681;0.590113;0.96159;0.005;0.025974;0.0206243;0.1275;16.9387;67.7547;1;4;
;;;;;;;;;;;;
;;;;;;;;;;;;
-25.5638;19.8111;0.443118;0.813598;0.005;0.0217391;0.224944;0.24988;6.54511;26.1804;1;4;
-7.26564;3.07003;0.558751;0.897774;0.0450605;0.262632;0.00523973;0.327233;18.2494;27.9425;1;4;
65.225;71.8183;0.544838;1.3395;0.005;0.666667;0.0716369;7.16369;4.1439;16.5756;1;4;
;;;;;;;;;;;;
0.0257268;5.93306;0.557476;0.985967;0.585786;3.41421;0.0763919;0.112544;17.201;20.6241;1;4;
-20.5718;-4.36689;0.757479;0.83686;0.005;0.0277778;0.0206388;0.134277;10.9424;43.7695;1;4;
11.7665;15.6824;0.744703;0.91541;0.034458;0.200836;0.330179;0.388843;14.7079;17.0085;1;4;
5.67404;10.1462;0.455238;0.88021;0.005;0.4;0.32422;0.36723;8.55074;34.203;1;4;
;;;;;;;;;;;;
-21.1509;-0.415435;0.631517;0.676611;0.005;0.0277778;0.0821803;0.112636;3.67847;14.7139;1;4;
-8.75556;3.09647;0.664162;0.915259;0.0130175;0.0758714;0.0213724;0.802296;38.0698;49.9266;1;4;
-4.38052;5.1575;0.429522;0.928223;0.005;0.0350877;0;1;13.9681;55.8724;1;4;
-14.3722;-8.70789;0.693596;0.686604;0.005;0.0408163;0.0225347;0.0651517;4.92925;19.717;1;4;
-9.96906;-2.6434;0.564505;0.833168;0.0234315;0.136569;0.0960046;0.334032;30.9693;31.6961;1;4;
-12.4904;-2.64102;0.641821;0.688572;0.0650874;0.379357;0.028923;0.352406;15.279;19.6088;1;4;
-11.0459;-7.30016;0.620885;1.16672;0.005;0.285714;0.00190387;0.190387;19.3683;77.473;1;4;
-9.71514;-8.97155;0.595259;0.743593;0.005;1;0.0243189;0.0483046;5.20432;20.8173;1;4;
-2.02005;22.6526;0.57769;0.926095;0.00874308;0.0509584;0.214269;0.485305;17.882;21.524;1;4;
;;;;;;;;;;;;
-1.68951;10.2987;0.433229;0.816516;0.005;0.0666667;0.0657292;0.0753139;4.05549;16.222;1;4;
-19.0122;-4.05576;0.644744;0.800319;0.005;0.0363636;0.038657;0.102162;5.68213;22.7285;1;4;
-6.37809;10.7955;0.632411;0.863776;0.005;0.0487805;0.0850219;0.140411;4.49893;17.9957;1;4;
-12.4591;-8.17834;0.604286;0.816547;0.0792468;0.295753;0.121307;0.128916;17.1914;21.0302;1;4;
;;;;;;;;;;;;
;;;;;;;;;;;;
46.7049;75.854;0.375086;1.53635;0.0372926;0.139178;0.196567;0.207893;17.3131;25.9149;1;4;
;;;;;;;;;;;;
;;;;;;;;;;;;
8.16455;15.1338;0.64175;0.807282;0.005;0.2;0.267771;0.387857;3.8299;15.3196;1;4;
;;;;;;;;;;;;
-15.2453;-9.92618;0.639679;0.632637;0.005;0.0769231;0.0238565;0.0621388;4.03322;16.1329;1;4;
4.95406;30.3298;0.416012;1.20676;0.034458;0.200836;0.125509;0.191944;15.7127;27.7429;1;4;
7.38032;29.8202;0.584513;0.849583;0.005;0.0645161;0;1;3.9052;15.6208;1;4;
;;;;;;;;;;;;
-7.42169;3.62585;0.453966;0.854509;0.0183058;0.106694;0.0490486;0.0615407;17.3439;21.8766;1;4;
-0.547762;5.70928;0.430941;0.703749;0.005;0.1;0.0938333;0.125578;4.51348;18.0539;1;4;
;;;;;;;;;;;;
-18.5752;12.2044;0.453459;0.731811;0.005;0.028169;0;1;4.08516;16.3406;1;4;
-17.4478;-8.12075;0.60878;0.686445;0.0130175;0.0758714;0.0235562;0.240178;15.4716;23.7223;1;4;
-10.5079;-5.61549;0.761733;0.783685;0.0532533;0.310383;0.00133424;0.133424;13.2687;17.0972;1;4;
-9.25836;-2.30903;0.658642;0.797907;0.0124635;0.0726428;0.0578199;0.0838031;15.0117;28.2087;1;4;
;;;;;;;;;;;;
-15.8104;-7.22743;0.56378;0.847526;0.195262;1.13807;0.0658085;6.58085;15.8331;30.5873;1;4;
-16.6827;29.2807;0.682737;0.898564;0.005;0.0246914;0.104513;0.117952;5.99436;23.9774;1;4;
-7.40383;-1.46459;0.71951;0.790758;0.005;0.0217391;0.0120044;0.353029;21.6853;86.7412;1;4;
-19.4625;-7.74671;0.5934;0.695118;0.005;0.0232558;0.158602;0.175541;4.08613;16.3445;1;4;
;;;;;;;;;;;;
;;;;;;;;;;;;
-11.6191;-6.82872;0.638373;0.69728;0.005;0.0307692;0.0930106;0.101624;5.95808;23.8323;1;4;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
-10.58;-9.18248;0.685391;0.765391;0.025469;0.148444;0.0365894;0.158207;15.1817;21.5391;1;4;
;;;;;;;;;;;;
;;;;;;;;;;;;
2.20847;14.1601;0.621114;1.57122;0.0156537;0.0584204;0.179585;0.322256;20.944;21.2393;1;4;
-15.3902;23.3268;0.552734;0.950958;0.0244078;0.142259;0.0333811;0.387297;31.901;221.763;1;4;
39.9015;40.9613;0.59693;1.05975;0.005;2;0;1;5.8877;23.5508;1;4;
;;;;;;;;;;;;
;;;;;;;;;;;;
-17.0509;8.84351;0.7539;0.898806;0.005;0.0266667;0.0301235;0.0340012;5.69709;22.7884;1;4;
-16.6921;4.69407;0.582885;0.67402;0.005;0.0215054;0.0333598;0.0733994;6.7882;27.1528;1;4;
-6.91832;-4.13853;0.57351;0.67053;0.005;1;0.0195291;0.0210308;4.69906;18.7963;1;4;
-8.4203;24.4941;0.690464;0.896428;0.195262;1.13807;0.028043;0.668644;16.9967;25.3784;1;4;
