-10;0.707107;0.01;0.025;15;2;
10;0.707107;0.01;0.025;15;2;
-10;2.12132;0.01;0.025;15;2;
10;2.12132;0.01;0.025;15;2;
-10;7.07107;0.01;0.025;15;2;
10;7.07107;0.01;0.025;15;2;
-10;0.707107;0.125;0.025;15;2;
10;0.707107;0.125;0.025;15;2;
-10;2.12132;0.125;0.025;15;2;
10;2.12132;0.125;0.025;15;2;
-10;7.07107;0.125;0.025;15;2;
10;7.07107;0.125;0.025;15;2;
-10;0.707107;0.01;0.5;15;2;
10;0.707107;0.01;0.5;15;2;
-10;2.12132;0.01;0.5;15;2;
10;2.12132;0.01;0.5;15;2;
-10;7.07107;0.01;0.5;15;2;
10;7.07107;0.01;0.5;15;2;
-10;0.707107;0.125;0.5;15;2;
10;0.707107;0.125;0.5;15;2;
-10;2.12132;0.125;0.5;15;2;
10;2.12132;0.125;0.5;15;2;
-10;7.07107;0.125;0.5;15;2;
10;7.07107;0.125;0.5;15;2;
-10;0.707107;0.01;0.025;100;2;
10;0.707107;0.01;0.025;100;2;
-10;2.12132;0.01;0.025;100;2;
10;2.12132;0.01;0.025;100;2;
-10;7.07107;0.01;0.025;100;2;
10;7.07107;0.01;0.025;100;2;
-10;0.707107;0.125;0.025;100;2;
10;0.707107;0.125;0.025;100;2;
-10;2.12132;0.125;0.025;100;2;
10;2.12132;0.125;0.025;100;2;
-10;7.07107;0.125;0.025;100;2;
10;7.07107;0.125;0.025;100;2;
-10;0.707107;0.01;0.5;100;2;
10;0.707107;0.01;0.5;100;2;
-10;2.12132;0.01;0.5;100;2;
10;2.12132;0.01;0.5;100;2;
-10;7.07107;0.01;0.5;100;2;
10;7.07107;0.01;0.5;100;2;
-10;0.707107;0.125;0.5;100;2;
10;0.707107;0.125;0.5;100;2;
-10;2.12132;0.125;0.5;100;2;
10;2.12132;0.125;0.5;100;2;
-10;7.07107;0.125;0.5;100;2;
10;7.07107;0.125;0.5;100;2;
-10;0.707107;0.01;0.025;15;3;
10;0.707107;0.01;0.025;15;3;
-10;2.12132;0.01;0.025;15;3;
10;2.12132;0.01;0.025;15;3;
-10;7.07107;0.01;0.025;15;3;
10;7.07107;0.01;0.025;15;3;
-10;0.707107;0.125;0.025;15;3;
10;0.707107;0.125;0.025;15;3;
-10;2.12132;0.125;0.025;15;3;
10;2.12132;0.125;0.025;15;3;
-10;7.07107;0.125;0.025;15;3;
10;7.07107;0.125;0.025;15;3;
-10;0.707107;0.01;0.5;15;3;
10;0.707107;0.01;0.5;15;3;
-10;2.12132;0.01;0.5;15;3;
10;2.12132;0.01;0.5;15;3;
-10;7.07107;0.01;0.5;15;3;
10;7.07107;0.01;0.5;15;3;
-10;0.707107;0.125;0.5;15;3;
10;0.707107;0.125;0.5;15;3;
-10;2.12132;0.125;0.5;15;3;
10;2.12132;0.125;0.5;15;3;
-10;7.07107;0.125;0.5;15;3;
10;7.07107;0.125;0.5;15;3;
-10;0.707107;0.01;0.025;100;3;
10;0.707107;0.01;0.025;100;3;
-10;2.12132;0.01;0.025;100;3;
10;2.12132;0.01;0.025;100;3;
-10;7.07107;0.01;0.025;100;3;
10;7.07107;0.01;0.025;100;3;
-10;0.707107;0.125;0.025;100;3;
10;0.707107;0.125;0.025;100;3;
-10;2.12132;0.125;0.025;100;3;
10;2.12132;0.125;0.025;100;3;
-10;7.07107;0.125;0.025;100;3;
10;7.07107;0.125;0.025;100;3;
-10;0.707107;0.01;0.5;100;3;
10;0.707107;0.01;0.5;100;3;
-10;2.12132;0.01;0.5;100;3;
10;2.12132;0.01;0.5;100;3;
-10;7.07107;0.01;0.5;100;3;
10;7.07107;0.01;0.5;100;3;
-10;0.707107;0.125;0.5;100;3;
10;0.707107;0.125;0.5;100;3;
-10;2.12132;0.125;0.5;100;3;
10;2.12132;0.125;0.5;100;3;
-10;7.07107;0.125;0.5;100;3;
10;7.07107;0.125;0.5;100;3;
-10;0.707107;0.01;0.025;15;4;
10;0.707107;0.01;0.025;15;4;
-10;2.12132;0.01;0.025;15;4;
10;2.12132;0.01;0.025;15;4;
-10;7.07107;0.01;0.025;15;4;
10;7.07107;0.01;0.025;15;4;
-10;0.707107;0.125;0.025;15;4;
10;0.707107;0.125;0.025;15;4;
-10;2.12132;0.125;0.025;15;4;
10;2.12132;0.125;0.025;15;4;
-10;7.07107;0.125;0.025;15;4;
10;7.07107;0.125;0.025;15;4;
-10;0.707107;0.01;0.5;15;4;
10;0.707107;0.01;0.5;15;4;
-10;2.12132;0.01;0.5;15;4;
10;2.12132;0.01;0.5;15;4;
-10;7.07107;0.01;0.5;15;4;
10;7.07107;0.01;0.5;15;4;
-10;0.707107;0.125;0.5;15;4;
10;0.707107;0.125;0.5;15;4;
-10;2.12132;0.125;0.5;15;4;
10;2.12132;0.125;0.5;15;4;
-10;7.07107;0.125;0.5;15;4;
10;7.07107;0.125;0.5;15;4;
-10;0.707107;0.01;0.025;100;4;
10;0.707107;0.01;0.025;100;4;
-10;2.12132;0.01;0.025;100;4;
10;2.12132;0.01;0.025;100;4;
-10;7.07107;0.01;0.025;100;4;
10;7.07107;0.01;0.025;100;4;
-10;0.707107;0.125;0.025;100;4;
10;0.707107;0.125;0.025;100;4;
-10;2.12132;0.125;0.025;100;4;
10;2.12132;0.125;0.025;100;4;
-10;7.07107;0.125;0.025;100;4;
10;7.07107;0.125;0.025;100;4;
