-6.75124;0.75974;0.03125;0.448856;16.7935;2.5;
;;;;;;
-11.3254;0.737604;0.0172059;0.0271121;13.0986;2.5;
;;;;;;
-15.0295;0.775851;0.015487;0.0740622;42.3467;2.5;
;;;;;;
;;;;;;
-2.87635;0.628358;0.0133696;0.237412;16.3628;2.5;
-2.09781;0.728263;0.153846;0.166236;23.096;2.5;
68.5216;0.942169;0.335834;3.61766;10.3598;2.5;
;;;;;;
2.97939;0.771721;2;0.0944679;18.9125;2.5;
-12.4693;0.79717;0.0163889;0.0774579;27.3559;2.5;
13.7245;0.830056;0.117647;0.359511;15.8582;2.5;
7.91012;0.667724;0.2025;0.345725;21.3769;2.5;
;;;;;;
-10.7832;0.654064;0.0163889;0.0974081;9.19618;2.5;
-2.82954;0.78971;0.0444445;0.411834;43.9982;2.5;
0.38849;0.678872;0.0200438;0.5;34.9202;2.5;
-11.54;0.6901;0.0229082;0.0438432;12.3231;2.5;
-6.30623;0.698837;0.0800002;0.215018;31.3327;2.5;
-7.56571;0.665196;0.222222;0.190665;17.4439;2.5;
-9.17303;0.893803;0.145357;0.0961454;48.4206;2.5;
-9.34334;0.669426;0.5025;0.0363118;13.0108;2.5;
10.3163;0.751893;0.0298507;0.349787;19.703;2.5;
;;;;;;
4.30459;0.624872;0.0358333;0.0705216;10.1387;2.5;
-11.534;0.722531;0.0206818;0.0704095;14.2053;2.5;
2.20871;0.748093;0.0268903;0.112716;11.2473;2.5;
-10.3187;0.710417;0.1875;0.125111;19.1108;2.5;
;;;;;;
;;;;;;
61.2794;0.955718;0.0882353;0.20223;21.614;2.5;
;;;;;;
;;;;;;
11.6492;0.724516;0.1025;0.327814;9.57475;2.5;
;;;;;;
-12.5857;0.636158;0.0409615;0.0429976;10.0831;2.5;
17.6419;0.811386;0.117647;0.158726;21.7278;2.5;
18.6003;0.717048;0.0347581;0.5;9.763;2.5;
;;;;;;
-1.89792;0.654238;0.0624999;0.0552947;19.6103;2.5;
2.58076;0.567345;0.0525;0.109706;11.2837;2.5;
;;;;;;
-3.1854;0.592635;0.0165845;0.5;10.2129;2.5;
-12.7843;0.647612;0.0444445;0.131867;19.5969;2.5;
-8.0617;0.772709;0.181818;0.0673791;15.183;2.5;
-5.78369;0.728274;0.0425531;0.0708115;21.6102;2.5;
;;;;;;
-11.5189;0.705653;0.666666;3.32333;23.2102;2.5;
6.299;0.790651;0.0148457;0.111232;14.9859;2.5;
-4.43421;0.755134;0.0133696;0.182517;54.2133;2.5;
-13.6046;0.644259;0.0141279;0.167071;10.2153;2.5;
;;;;;;
;;;;;;
-9.22391;0.667826;0.0178846;0.0973173;14.8952;2.5;
;;;;;;
;;;;;;
;;;;;;
-9.88124;0.725391;0.0869565;0.0973982;18.3604;2.5;
;;;;;;
;;;;;;
8.18428;1.09617;0.0370371;0.25092;21.0917;2.5;
3.9683;0.751846;0.0833334;0.210339;126.832;2.5;
40.4314;0.82834;1.0025;0.5;14.7192;2.5;
;;;;;;
;;;;;;
-4.10369;0.826353;0.0158333;0.0320624;14.2427;2.5;
-5.99901;0.628452;0.0132527;0.0533796;16.9705;2.5;
-5.52843;0.62202;0.5025;0.0202799;11.7477;2.5;
8.0369;0.793446;0.666666;0.348343;21.1876;2.5;
;;;;;;
;;;;;;
;;;;;;
-13.8779;0.797987;0.018125;0.0776726;11.0767;2.5;
-1.13274;0.652595;0.0408163;0.0819005;15.3851;2.5;
;;;;;;
3.13647;0.669385;0.03375;0.5;1.62922;2.5;
0.65389;0.661165;0.0666666;0.0718538;22.5526;2.5;
-6.46626;0.617665;0.0133696;0.147666;21.7561;2.5;
;;;;;;
-5.0802;0.738294;0.0169928;0.0793162;39.4634;2.5;
28.3102;0.763528;0.0142647;0.149815;13.3055;2.5;
-8.33141;0.850948;0.0197414;0.0863105;36.4134;2.5;
;;;;;;
-1.33128;0.740116;0.0281411;0.0235282;12.7713;2.5;
;;;;;;
;;;;;;
26.5816;0.771694;0.0392157;0.286447;24.7135;2.5;
12.532;0.719095;0.0487805;0.149884;16.7952;2.5;
